# 60970 peyv, 24400 werger
# Amadekar: Erdal Ronahî 
# www.ferheng.org
# Nûkirina dawî: 2005-07-29 
# 
# kurdî	türkçe

-dar	-li 
xerbende	bozuk
xerc	harç
xerc kirin	harcamak
xerc kirin	sarf etmek
xercê rê	harcırah
xercê rê	yolluk
xerciya berîkê	cep harçlığı
xercî	harçlık
xerçeng	yengeç burcu
xerdel	hardal
xeriqandin	bayıltmak
xeriqandin	gark etmek
xeriqîn	bayılmak
xeriqîn	bozulmak
xeriqîn	gark olmak
xeriqîn	solmak
xeritandin	sıyırmak
xeritîn	sıyrılmak
xerîb	ecnebi
xerîb	yabancı
xerîbî	gurbet
xerîbî	yabancılık
xerîdar	alıcı
xerîdar	tüketici
xerîdarî	tüketim
xerîtok	yonga
xerîzek	türev
xerpanî	hırpani
xerpişt	payanda
xerte	nadasa bırakılmadan ekilen ekin
xerxere	gargara
xerxere kirin	gargara yapmak
xerz	fidanlık dönemini aşmış ağaç
xerzekar	tüketici
xes	marul
xesandin	burmak
xesandin	hadım etmek
xesar	hasar
xesar dan	zarar vermek
xesar dîtin	hasara uğramak
xesifîn	ekinlerin yabancı otlara istila edilmesi fiili
xesifîn	içinde bulunulan durumdan daha kötü bir duruma düşme
xesifîn	zenginlikten fakirliğe düşmek
xesî	kayın valide
xesî	kaynana
xeste	hasta
xestexane	hastahane
xesu	kaynana
xesû	kayın valide
xesû	kaynana
xeşîl	sütleğen otu
xeşîme	dehliz
xeşîme	gizli yol
xeşûm	dünyadan habersiz
xeşûm	toy
xeta hundirîn	içhat
xetad	hattat
xeter	tehlike
xetera mirinê	ölüm tehlikesi
xeterdar	kritik
xeterdar	tehlikeli
xetere	kuruntu
xetere	risk
xetere	tehlike
xetere	vesvese
xeterî derbas kirin	tehlike atlatmak
xeternak	riskli
xeternak	tehlikeli
xetimandin	tıkamak
xetimî	tıkalı
xetimîn	tıkanmak
xetme kirin	onamak
xetme kirin	onay
xetme kirin	tasdik etmek
xetmename	tasdikname
xew	uyku
xew de çûn	uykuya dalmak
xewar	uykucu
xewar	uyuşuk
xewas	ileri gelenler
xewgerok	uyurgezer
xewirîn	alttan alta yanmak
xewirîn	çamur veya bataklıkta batmak
xewle	ıssız
xewle	gizli
xewle	inziva
xewle	kulis
xewle	tenha
xewle kirin	halvete çekilmek
xewlexane	manastır
xewn	düş
xewn	rüya
xewn dîtin	rüya görmek
xeyal	hayal
xeyal	muhayyile
xeydok	alıngan
xeydok	çıtkırıldım
xeydok.	alıngan
xeydok.	darılgan
xeyidîn	darılmak
xeyidîn	küsmek
xeyîdî	dargın
xeyîdîn	darılmak
xeylaz	haylaz
xeylazî	haylazlık
xeynî	başka
xeynî	gayrı
xezal	ceylan
xezeb	gazap
xezibîn	gazaba gelmek
xeznok	kasa
xeznok	kumbara
xezûr	kayın baba
xezûr	kayınbaba
xezûr	kaynata
xezûran	kayınbabagiller
xêl	halay
xêle	hale
xêlek	bir hayli
xêlî	duvak
xêlî	gelin alayı
xêlî	gelin getirme işi
xêlî	grup
xêlî	örtü
xêlîvan	düğün alayı
xêr	hayır
Xêra Xwadê Li Te Be	Allahın Hayrı Üzerinize Olsun
xêrat	sadaka
xêratxane	darülaceze
xêratxane	imaret
xêrdar	hayırlı
xêrkirin	pazarlık etmek
xêrnexwaz	kötü niyetli
xêrxwaz	hayırsever
xêrxwaz	iyiliksever
xêv	bellek
xêv	bilinç
xêv	hafıza
xêv	zihin
xêve	turfanda
xêvet	çadır
xêvik	aptal
xêvik	budala
xêvik	unutkan
xêvîk	budala
xêvîk	unutkan
xêz	çizgi
xêz	hat
xêz kişandin	çizgi çizmek
xêzan	aile akrabaları
xêze film	çizgi film
xêzefîlm	çizgi filim
xêzik	çizik
xêzkar	çizer
xêzkirin	çizmek
xêzvenîn	çizgi çekmek
xicilkirin	rahatsız etmek
xiçviçandin	baştan savma yapmak. derme-çatma yapmak
xifş	ceylan yavrusu
xiftan	kaftan
xij	sürç
xij bûn	sürçmek
xijok	kaypak
xilmaş	uykulu
xilmaş	uyuşuk
xilmaşî	uykulu
xilmaşî bûn	uyuklamak
xilmet	ikinci el
xilmet	kullanılmış
xilorik	kar öncesi yağan küçük kar benzeri tanecikler
xilq	kilit
xilqandin	kilitlemek
xilqandinîn	kilitlenmek
xilt	düşük kaliteli
xilt	köstebek
xilte	çökelti
xilte	posa
xilte	telve
xilte	tortu
xilûxe	içi geçmiş
xilûxe	kof
xilxal	halhal
ximav	mörekkeb
ximbil	kukla
xinamî	dünür
xinamî	evlilik bağıyla kurulan akrabalık
xinamîtî	akrabalık
xinc	hınç
xingilîn	kırık yada çıkık bir organın sakması sakatlar gibi yürümek
xiniz	hain
xiniz	kalleş
xiniz	sinsi
xiniz bûn	hainleşmek
xinizî	hainlik
xinizkirin	ihanet etmek
xir	argo. penis
xirab	arızalı
xirab	bozuk
xirab bûn	arızalanmak
xirab bûn	bozulmak
xirabbûyî	arızalı
xirabbûyî	bozuk
xirabe	enkaz
xiran	aldanmak
xirandin	aldatmak
xirandin	doğruluk ve iyilikten saptırmak
xirar	büyük saman çuvalı
xirb	herhangi bir aşirete mensup olmayan kişi
xirbe	harabe
xirecir	gürültü
xirecir	karmaşa
xirecir	şamata
xirek	laçka
xirexir kirin	hırıldamak
xirêf	bal
xirêf	pekmez gibi şeylerin tortusu
xirikîn	ayağı kaymak
xirindol	ağız
xirindol	yeni doğurmuş memelerin ilk sütü
xiring	alımlı zarif kadın
xiring	güzel
xiriqandin	sürüklemek
xirîn	doğruluk ve iyilikten sapmak
xirîn	hırıltı
xirmal	derli toplu yaşantıya sahip kimse
xirmişandin	çimdik atmak
xirmişandin	tırmalamak
xirmûşek	çimdek
xirneq	tavşan yavrusu
xirnik	nazik
xiroş	galeyan
xiroş	heyecan
xiroş	telaş
xiroşe	heyecanlı
xiroşîn	telaşlanmak
xiroşme	galeyan
xiroşme	heyecan
xiroşme	telaş
xirp	ani hareket
xirpe	bir gurup tarafından bir kişiye yapılan saldırı
xirpik	kıkırdak
xirpo	hırpo
xirqe	hırka
xirtik	dolmalık kabak
xirtol	güruh
xirtol	izdiham
xirûcir	arbede
xirûcir	geçimsizlik
xirûcir	karışıklık
xistin	koymak
xistin	vurmak
xistin bin lingan	ayaklar altına almak
xistin bîr	aklına düşürmek
xistin bîr	anımsatmak
xistin bîr	çağrıştırmak
xistin bîr	hatırlatmak
xistin rewacê	yürürlüğe koymak
xistin rê	yoluna koymak
xistin zimeta xwe	zimmetine geçirmek
xişir	mücevher
xişir	takı
xişir	ziynet
xişîn	sürünmek
xişm	gazap
xişm	öfke
xişok	sürüngen
xişt	tuğla
xiştik	köşebent
xiştik	koyun ve keçilerde rastlanan bulaşıcı bir hastalık
xişûş	şüphe
xişxişok	çıngırak
xişxişok	çocuk çıngırağı
xitêre	meşale
xitêre	ucu yarılarak ışık vermesi için tutuşturulan değnek
xitimandin	tıkamak
xitimîn	tıkanmak
xitşt	tuğla
xiyal	hayal
xiyal	hülya
xiyal	imge
xiyanet	ihanet
xiyar	hıyar
xiyar	salatalık
xiz	iri saman
xizag	bıçak
xizag	kızak
xizag	testere
xizan	fakir
xizan	yoksul
xizane	elbise dolabı
xizanî	yoksulluk fakirlik
xizar	hızar
xizêm	burna takılan süs
xizêm	hızma
xizêmok	kara hindiba
xizinde	sürüngen
xizm	akraba
xizm	hısım
xizmkar	müstahdem
xizne	hazine
xizok	astım
xizok	boğuk
xizokî	astımlı
xîç	çakıl taşı
xîçik	küçük çakıl taşı
xîge	deri matara
xîjik	kızak
xîjok	kavgan
xîjok bûn	kaymak
xîjok kirin	kaydırmak
xîlok	küçük taş
xîme	büyük çadır
xîp	büyük diken
xîp	ucu sivriltilmiş çubuk
xîret	gayret
xîret	namus
xîret	onur
xîret kirin	gayret göstermek
xîretkêş	gayretkeş
xîşt	büyük testere
xîz	kum
xîzan	yoksul
xîzanî	yoksulluk
xîzek	kumlu
xîzîn	kumlu
xoce	hoca
xof	korku
xonce	düğün veya sünnet hediyesi
xonçe	alçak ve yuvarlak yemek masası
xone	erkek kedi
xongîn	yağmurun çişelemesi
xopan	enkaz
xopan	harap
xopan	metruk
xopan	viran
xopan	yıkık
xopan	yıkıntı
xopan bûn	harap olmak
xor	hor
xor dîtin	hor görmek
xorav	marmelat
xorîn	horlamak
xort	delikanlı
xort	erkek
xort	genc
xort	genç
xortanî	gençlik
xortik	tavşan yavrusu
xortim	hortum
xoş	hoş
xoşewîst	aziz
xoşewîst	muhterem
xoşewîst	sayın
xoşewîst	sevgili
xoşnûd	hoşnut
xowerde	hovarda
xox	şeftali
Xoy	İran’da bir Kürt kenti
xozan	anız
xubar	toz
xuç	abla
xudawen	tanrıça
xudir	çarpık
xudreste	kendi kendini eğitmiş
xudreste	yetiştirmiş kişi
xugî	haraç
xugî xwarin	haraç yemek
xujikîn	kaymak
xujikîn	yıldırım hızıyla akıp gitmek
xulam	erkek hizmetçi
xulam	köle
xulam	uşak
xulamî	kölelik
xulamî	uşaklık
xulav	kül
xulavî	kül rengi
xumal	evcimen
xumal	kendi işini kedi gören
xumal	kendi işini kendisi gören kimse
xumalî	ısmarlama elbise
xumalî	çoğalabilen değerli mal
xumam	muğlak
xumam	pus
xumamî	muğlaklık
xumamî bûn	puslanmak
xumar	kumar
xumarbaz	kumarbaz
xumarxane	kumarhane
xumirî	kırmızı ile siyah arası renk
xumirîn	ateşin küllenmesi
xumirîn	olgunlaşmak üzere olan meyvelerin kızarmaya başlamasıateşin sönerek kül tutması
xumirtin	ateşi saklamak
xumirtin	küllemek
xumşîn	çivit rengi
xunav	çise
xunav	çiy
xunivîn	yağmurun çiseleyerek yağması
xunivîn	yağmurun çişelemesi
xur	kaşıntı
xur andin	kaşımak
xura	kutup
xurandin	kaşımak
xurc	heybe
xurcezîn	at sırtına konan heybe
xurcik	heybe
xurcik	küçük heybe
xurdangî	mide
xurek	azık
xurek	besin
xurek	gıda
xurekdar	gıdalı
xurfe	bir Kürt müziği
xurfe	oda
xurifandin	bunatmak
xurifî	bunak
xurifîn	bunamak
xurimandin	tahta vs. için aşındırmak
xurimî	aşınmış
xurimîn	tahta
xurimîn	tahta vs. için aşınmak
xurimîn	toprak
xurimîn	vb. nin aşınması
xurî	alev
xurî	çiçek hastalığı
xurîn	kahvaltı etmemiş kimse
xurîn	kaşınmak
xurînî	kahvaltı öncesi atıştırılan yiyecek
xurînî	kahvalti öncesi aparatif
xurk	alışkanlık
xurk	hobi
xurmîn	gürlemek
xurmîn	gürüldemek
xurok	yüzünde çiçek hastalığının bıraktığı izler olan kimse
xuroş	taşkın
xuroş bûn	taşmak
xurt	güçlü
xurt	kuvvetli
xurt	zorba
xurt bûn	kuvvetlenmek
xurt kirin	kuvvetlendirmek
xusar	geceleri yere düşerek yeryüzünü beyazlaştıran sonra da eriyen tuz gibi madde
xuşil	sütleğen bitkisi
xuşîn	çağlamak
xuşîn	hışırdamak
xuştire	rende
xuya	belirgin
xuya	görünür
xuyabun	belirmek
xuyabun	görünmek
xuyan	belirme
xuyan	görünme
xuyan	tezahür
xuyanî	belirti
xuyanî	görüntü
xû	alışkanlık
xû	huy
xû	itiyat
xû	mizaç
xû	seciye
xû	yaradılış
xûdan soz	sözünün eri
xûde	miğfer
xûde	tolga
xûgî	haraç
xûjal	işbitiren
xûjal	yetenekli
xûjal	zeki
xûnaftin	özümsemek
xûnifandin	özümsemek
xûnifîn	özümlenmek
xûsik	kırağı
xûz	kambur
xwar	bozuk
xwar	eğri
xwar	yanlış
xwarin	aş
xwarin	yemek
xwarin	yiyecek
xwaringeh	lokanta
xwaringeh	restoran
xwaringeh	restorant
xwaringeh	yemekhane
xwarinî	yemeklik
xwarinpêj	aşçı
xwarzê	kız kardeşin kız çocuğu
xwarzê	kızkardeşin kız çocuğu
xwarzî	kız kardeşin erkek çocuğu
xwarzî	kızkardeşin erkek çocuğu
xwazgîn	görücü
xwazgînî	görücülük
xwazgînî	kız isteme işi
xwazka	keşke
xwazok	dilenci
xwe	kendi
xwe	kendisi
xwe amade kirin	hazırlanmak
xwe badan	salınmak
xwe bi xwe	kendi başına
xwe bi xwe	kendi kendine
xwe bîn	mağrur
xwe çêkirin	süslenmek
xwe dan	kendini bir şeye vermek
xwe dan alî	kaçamak
xwe dan alî	kaytarmak
xwe dan ber	yanaşmak
xwe dan tavê	güneşlenmek
xwe dane alî	kaçınmak
xwe dane alî	sakınmak
xwe danîn	tenezzül etmek
xwe daweşandin	silkinmek
xwe giramî	özsaygı
xwe girê dan	kuşanmak
xwe girtin	kendine hakim olmak
xwe girtin	sabretmek
xwe girtin	tahammül etmek
xwe helkutan	tepinmek
xwe kuştin	intihar
xwe kuştin	intihar etmek
xwe li keriyê danîn	duymamazlıktan gelmek
xwe mukir hatin	itiraf etmek
xwe nas	kendini bilen
xwe nêz kirin	yanaşmak
xwe parastin	sakınmak
xwe parêz	bencil
xwe parêzî	bencillik
xwe pesartin	bir yere dayanmak
xwe pesend	kendini öven
xwe pê ve berdan	kapılmak
xwe pê xweş kirin	yaranmak
xwe pêçan	kuşanmak
xwe pêşandin	gösteri
xwe pêşandin	miting
xwe qure kirin	kibirlenmek
xwe ragirtin	kedine/nefsine hakim olmak
xwe rast kirin	doğrulmak
xwe re dîtin	erinmemek
xwe re dîtin	üşenmemek
xwe re nedîtin	üşenmek
xwe re nedîtî	üşengeç
xwe ser	başına buyruk
xwe spartin	birine sığınma
xwe spartin	teslim olma
xwe şehkirin	taranmak
xwe şûştin	yıkanmak
xwe tazî kirin	soyunmak
xwe ve hatin	ayılmak
xwe ve hatin	kendine gelmek
xwe vedizîn	gizlenmek
xwe vedizîn	kaytarmak
xwe vedizîn	sıvışmak
xwe vedizîn	saklanmak
xwe veşartin	gizlenmek
xwe veşartin	saklanmak
xwe ziwa kirin	kurulanmak
xweajo	içgüdü
xwebar	otomatik
xwebawer	kendisinden emin
xwecih	yerli
xwecih	yöresel
xwecihî	mahalli
xwecihî	yerel
xwecîh	yerli
xweda	allah
Xweda	Allah (c.c.)
xweda	tanrı
Xweda bibexşîne	Allah bağışlasın
Xweda bigîhîne	Allah kavuştursun
Xweda biparêze	Allah esirgesin
Xweda kirin	tanrılaştırmak
Xweda nîşan nede	Allah göstermesin
Xweda rahma xwe lê ke	Allah rahmet eylesin
Xweda rehetiyê bide	Allah rahatlık versin
xwedan	sahib
xwedan	sahip
Xwedanasî	tanrı bilim
xwedaneber	yanaşmak
Xwedanenas	ateist
Xwedanenas	inkarcı
xwedanî	mülk
xwedanî	mülkiyet
xwedanî	sahiplik
Xwedawen	Tanrıça
xwedawend	tanrıça
Xwedayî	Tanrısal
xweder	kaynak
xweder	menşe
xwedê	allah
Xwedê	Allah (c.c.)
xwedê	tanrı
Xwedê te bixefirîne	Allah seni esirgesin
xwedêgiravî	güya
xwedêgiravî	sözde
xwedêgravî	güya
xwedênenas	ataist
xwedî	malik
xwedî	sahib
xwedî	sahip
xwedî bûn	sahip olmak
xwedî hêvî bûn	umut içinde olmak
xwedî kirin	beslemek
xwedî kirin	yetiştirmek
xwedîkirin	beslemek
xwedîkirin	büyütmek
xwedîtî	sahiplik
xwedîyê gotina xwe	sözüne sadık
xweferzkirin	dayatma
xwefiroş	hain
xwefiroş	satılık
xwegirêdan	giyenmek
xwegirêdan	kuşanmak
xweh	bacı
xweh	kız kardeş
xwehêz	özgüç
xwehşîr	süt kız kardeş
xwekujî	intihar
xwekuştin	intihar
xwekuştin	intihar etmek
xwelî	kül
xwelî	toprak
xwelîdank	kül tablası
xwelîdank	küllük
xwemal	kendine özgü
xwemal	spesifik
xwemalî	aidiyet
xwemalî	orijinal
xwemalî	özgün
xwende	aydın
xwende	okumuş
xwende	tahsilli
xwendegeh	okul
xwendegeh.	medrese
xwendegeh.	okul
xwendegeha hunermendiyê	sanat okulu
xwendekar	öğrenci
xwendevan	okuyucu
xwendewar	okur
xwendin	okumak
xwendin	tahsil
xwendina bilind	yüksek öğretim
xwendinû nivîsandin	okuma yazma
xwendinxane	kıraathane
xweng	bacı
xweng	kız kardeş
xweng	kızkardeş
xweparastina zagonî	meşru savunma
xweperest	bencil
xweperest	egoist
xwepêşan	gösteri
xwepêşandên	gösterici
xwepêveberdan	kendini kaptırmak
xweragirtin	dayanmak
xweragirtin	kendine hakim olmak
xwerexnekirin	özeleştiri
xwerist	doğa
xwerist	tabiat
xwermend	hükümet
xwerû	net
xwerû	orjinal
xwerû	saf
xweser	bağımsız
xweser	başına buyruk
xweser	kendi başına
xweser	otonom
xweser	özerk
xweser	özgün
xweser	özgür
xweserî	bağımsızlık
xwesipartin	sığınmak
xwesipartin	teslim olmak
xwesî	çıplak ayak
xwesî	kaynana
xwesî	yalın ayak
xwespêr	müvekkil
xwespêr	teslimiyetçi
xwestek	arzulu
xwestek	istekli
xwestek	talip
xwestin	arzu
xwestin	arzu etmek
xwestin	arzulamak
xwestin	istek
xwestin	istemek
xwestin	talep etmek
xwestî	istenmiş kız
xwestî	nişanlı
xwestî	sözlü
xwestok	isteyen talip
xweş	hoş
xweş	iyi
xweşa	kendisiyle barışık
xweşav	hoşaf
xweşav	komposto
xweşawaz	güzel sesli
xweşbêjî	retorik
xweşbîn	iyimser
xweşbîn	optimist
xweşbînî	iyimserlik
xweşdîtin	hoşgörü
xweşendam	hoş endamlı
xweşhal	memnun
xweşhalbûn	memnun olmak
xweşhalî	memnuniyet
xweşik	güzel
xweşik	hoş
xweşik	sevimli
xweşî	letafet
xweşî	sağlık
xweşî	selamet
xweşmêr	centilmen
xweşmêr	kavgada güvenilen kişi
xweşnedîtin	yadırgama
xweşnûd	hoşnut
xweşnûd kirin	memnun etmek
xweşnûdî	memnuniyet
xweşok	banyo
xweşok	hamam
xweşrû	güzel yüzlü
xweştir	daha güzel
xweştivî	sevgili
xweşxû	güzel huylu
xweşxwaz	mersiye
xweşxwaz	methiye
xwetêdan	yeltenme
xweyîbûn	beslenme
xweza	doğa
xweza	tabiat
xwezan	Allah’ı bilen
xwezan	bilge
xwezan	kendini bilen
xwezan	ozan
xwezaperestî	doğacılık
xwezayi	doğal
xwezayi	olağan
xwezayî	doğa
xwezayî	tabi
xwezik	insanın gerçekleştiremediği özlemler
xwezî	keşke
xwezî	öykünme
xwezîla	keşke
xwê	tuz
xwê dan	ter
xwê dan	terlemek
xwê dan	tuz vermek
xwêdan	ter
xwêdan	terlemek
xwêdank	tuzluk
xwêdîn	davarın tzlandığı yer
xwêya malê	aile geçimi
xwêylîn	tuz ocağı
xwêylîn	tuzla
xwişk	kızkardeş
xwîl	eğik
xwîl	meyilli
xwîn	kan
xwîn bûn	kanamak
xwîn jê birîn	kanatmak
xwîn jê hatin	kanamak
xwîn kirin	kanatmak
xwîn rijandin	kan akıtmak
xwînariya mejiyê	beyin kanaması
xwînav	serum
xwînbiha	kan parası
xwîndarî	kan davası
xwîngerm	sıcak kanlı
xwîngerm	sempatik
xwîngerm	sevimli
xwînî	eli kanlı
xwînî	katil
xwînjêhatin	kanamak
xwînmeh	aybaşı kanaması
xwînsar	antipatik
xwînsar	soğukkanlı
xwîşk	bacı
xwîşk	kız kardeş
y	Kürt alfabesinin otuzuncu harfi
ya	ey
ya berê	sabık
ya binî	alttaki
ya binî	dipteki
ya diperise	gelişmekte olan
ya firotinê	satılık
ya îroyî	bu günkü
ya kê	kimin
ya me	bizim
ya niha	şimdiki
ya pêşî	önceki
ya rast	doğrusu
ya rastîn	doğrusu
ya rindtir	daha güzeli
ya rindtir	daha iyisi
ya we	sizin
ya wiha	böylesi
ya Xwedê	ey Allah
ya Yezdan	ey Allah
ya…	-nunki
yabo	babaya çağrı
yabo	babaya hitap
yad kirin	anmak
yadê	anneye çağrı
yadê	anneye hitap
yadîgar	hatıra
yadîgar	hediye
yadkirin	anmak
yafte	yafta
yaho	yahu!
yan	çoğul edatı
yan	kanape
yan	veya (hut)
yan	ya
yan	yahut
yan	yoksa
yan jî	ya da
yane	klüp (spor
yane	yazar)
yanzdeh	on bir
yanzdeh	onbir
yanzdehem	on birinci
yanzdehemin	on birinci
yaqûd	yakut
yar	sevgili
yar	yar
yaren	yaren
yarenî	muhabbet
yarî	dostluk
yarî	oyun
yarî	şaka
yarîgeh	oyun alanı
yarîker	oyuncu
yarîkirin	oynamak
yarîkirin	şaka yapmak
yarkirin	yardım etmek
yarmetî	ruhsat
yarmetî	yardım
yasemîn	yasemin
yawan	yaban
yawanî	yabani
yawe	safsata
yawe	zırva
yawer	yaver
yek	bir
yek	tek
yek kirin	birleştirmek
yekaheng	tekdüze
yekalî	tek yönlü
yekan	birler
yekane	biricik
yekane	yegane
yekbêj	ciddi
yekbêj	sözüne sadık
yekbûn	birleşmek
yekbûnî	ittihat
yekbûyî	birleşik
yekbûyî	birleşmiş
yekcar	birden
yekcar	tümden
yekceleb	homojen
yekden	birden
yekdest	inhisar
yekdest	tekel
yekdestî	tekel
yekdestî	tekelcilik
yeke	ünite
yeke yek	bire bir
yekem	birinci
yekem	ilk
yekgirtî	birleşik
yekgirtî	standart
yekirin	birleştirmek
yekiti	birlik
yekîne	birlik
yekîneya leşkerî	askeri birlik
yekîneya zirxdar	zırhlı birlik
yekîte	grm. tek heceli
yekîtî	birlik
yekîtîxwaz	ittihatçı
yekkum	toplam
yekkum	yekün
yeknesak	monoton
yeknesak	tekdüze
yeknesak	tekdüzen. monoton
yeknesakî	tekdüzelik
yekpare	bütün
yekpare	tüm
yekpare	yekpare
yekparêz	birci
yekparêz	monoteist
yekparêzî	bircilik
yekreng	monoton
yekreng	tek renkli
yeksan	aynı seviye
yeksan	eşit
yeksanî	eşitlik
yekser	derhal
yekser	direk
yekser	doğrudan doğruya
yekser	hemen
yekşem	pazar
yekşembe	pazar günü
yekta	biricik
yekta	eşsiz
yekta	yegâne
yekten	aniden
yekten	bir anda
yekten	birden
yektexlît	tek çeşit
yekûnîv	bir buçuk
Yelda	Aralık)
Yelda	yılın en uzun gecesi (
yeman	bitirim
yeman	yaman
yengir	taraftar
yengir	yandaş
yeqînkirin	inanmak
yexte	beygir
yexte	iğdiş edilmiş at
yezdan	allah
yezdan	tanrı
yê berê	sabık
yê binî	alttaki
yê binî	dipteki
yê diperise	gelişmekte olan
yê firotinê	satılık
yê îroyî	bu günkü
yê kê	kimin
yê me	bizim
yê niha	şimdiki
yê paşin	sonuncu
yê pêşî	önceki
yê rast	doğrusu
yê rindtir	daha güzeli
yê rindtir	daha iyisi
yê we	sizin
yê wiha	böylesi
yê…	-nunki
yên binî	alttakiler
yên din	başkaları
yom	baht
yom	uğur
yûha	yuha
yûha kirin	yuhalamak
z	Kürt alfabesinin otuz birinci harfi
za	oğul
za	zade
zaboq	çöplük
zabûn	doğma
zabûn	mevlit
zabûn	milat
zac	kükürt demir karışnmn (deri boyamada kullanılnr
zaclan	doğumdan sonraki nekahat devresi
zad	mahsul
zad	tahıl
zad	ürün
zadegan	aristokrasi
zadegan	soylu
zadegan	soylular
zadeganî	asalet
zadeganî	soyluluk
zadhilanîn	ürün kaldırmak
zadika Hêksore	Paskalya
zaferan	safra
zagon	kanun
zagon	yasa
zagona	anayasa
zagona bingehîn	anayasa
zagonên xweristê	doğa yasaları
zagonî	yasal
zagonparêz	kanunlara itaat eden
zagonsazî	yasama
zalv	taklit
